Country,Year,Population
POL,1980,35.782855
POL,1981,36.145211
POL,1982,36.517072
POL,1983,36.879742
POL,1984,37.208529
POL,1985,37.486105
POL,1986,37.703942
POL,1987,37.867481
POL,1988,37.990683
POL,1989,38.094812
POL,1990,38.195258
POL,1991,38.297549
POL,1992,38.396826
POL,1993,38.485892
POL,1994,38.553355
POL,1995,38.59186
POL,1996,38.599825
POL,1997,38.583109
POL,1998,38.550777
POL,1999,38.515359
POL,2000,38.486305
POL,2001,38.466543
POL,2002,38.454823
POL,2003,38.451227
POL,2004,38.45452
POL,2005,38.463514
POL,2006,38.478763
POL,2007,38.500356
POL,2008,38.525752
POL,2009,38.551489
POL,2010,38.574682
POL,2011,38.594217
POL,2012,38.609486
POL,2013,38.618698
POL,2014,38.619974
PRT,1950,8.093763363
PRT,1951,8.13929959
PRT,1952,8.173619755
PRT,1953,8.2243334
PRT,1954,8.275286579
PRT,1955,8.333285911
PRT,1956,8.394064573
PRT,1957,8.453166495
PRT,1958,8.521135762
PRT,1959,8.591118215
PRT,1960,8.66316231
PRT,1961,8.65788981
PRT,1962,8.646960823
PRT,1963,8.706206282
PRT,1964,8.745415874
PRT,1965,8.751502975
PRT,1966,8.732281708
PRT,1967,8.726721218
PRT,1968,8.738273726
PRT,1969,8.721161642
PRT,1970,8.670352
PRT,1971,8.717871
PRT,1972,8.806016
PRT,1973,8.923928
PRT,1974,9.054924
PRT,1975,9.185876
PRT,1976,9.314301
PRT,1977,9.441167
PRT,1978,9.560753
PRT,1979,9.667021
PRT,1980,9.755635
PRT,1981,9.824239
PRT,1982,9.873144
PRT,1983,9.904444
PRT,1984,9.921895
PRT,1985,9.929014
PRT,1986,9.92541
PRT,1987,9.912208
PRT,1988,9.896416
PRT,1989,9.886997
PRT,1990,9.890319
PRT,1991,9.909574
PRT,1992,9.943197
PRT,1993,9.986828
PRT,1994,10.0336
PRT,1995,10.078431
PRT,1996,10.119985
PRT,1997,10.159662
PRT,1998,10.19831
PRT,1999,10.237593
PRT,2000,10.278542
PRT,2001,10.320463
PRT,2002,10.362028
PRT,2003,10.402836
PRT,2004,10.442446
PRT,2005,10.480085
PRT,2006,10.516559
PRT,2007,10.550695
PRT,2008,10.577458
PRT,2009,10.59026
PRT,2010,10.584837
PRT,2011,10.558909
PRT,2012,10.515016
PRT,2013,10.459716
PRT,2014,10.402343
PRY,1951,1.513657535
PRY,1952,1.554190634
PRY,1953,1.59568864
PRY,1954,1.638169534
PRY,1955,1.68165344
PRY,1956,1.724831548
PRY,1957,1.768983731
PRY,1958,1.814128686
PRY,1959,1.860283679
PRY,1960,1.907469549
PRY,1961,1.956911868
PRY,1962,2.007635967
PRY,1963,2.059673519
PRY,1964,2.113061679
PRY,1965,2.167832121
PRY,1966,2.225892272
PRY,1967,2.285506657
PRY,1968,2.346717192
PRY,1969,2.409567938
PRY,1970,2.474102
PRY,1971,2.535355
PRY,1972,2.596741
PRY,1973,2.659084
PRY,1974,2.723523
PRY,1975,2.790964
PRY,1976,2.861582
PRY,1977,2.935375
PRY,1978,3.012833
PRY,1979,3.094479
PRY,1980,3.180628
PRY,1981,3.271454
PRY,1982,3.366726
PRY,1983,3.465796
PRY,1984,3.56775
PRY,1985,3.671826
PRY,1986,3.777764
PRY,1987,3.885433
PRY,1988,3.994328
PRY,1989,4.103909
PRY,1990,4.21374
PRY,1991,4.323402
PRY,1992,4.432738
PRY,1993,4.541902
PRY,1994,4.651222
PRY,1995,4.760853
PRY,1996,4.870695
PRY,1997,4.980346
PRY,1998,5.089306
PRY,1999,5.196935
PRY,2000,5.302703
PRY,2001,5.406625
PRY,2002,5.508615
PRY,2003,5.607948
PRY,2004,5.703742
PRY,2005,5.795493
PRY,2006,5.882797
PRY,2007,5.96616
PRY,2008,6.047131
PRY,2009,6.127847
PRY,2010,6.209877
PRY,2011,6.293763
PRY,2012,6.379162
PRY,2013,6.465669
PRY,2014,6.552518
PSE,1970,1.124843
PSE,1971,1.144297
PSE,1972,1.180273
PSE,1973,1.22716
PSE,1974,1.276368
PSE,1975,1.321677
PSE,1976,1.361612
PSE,1977,1.398295
PSE,1978,1.433382
PSE,1979,1.46973
PSE,1980,1.509484
PSE,1981,1.553094
PSE,1982,1.59996
PSE,1983,1.650014
PSE,1984,1.702974
PSE,1985,1.758788
PSE,1986,1.817336
PSE,1987,1.879218
PSE,1988,1.945947
PSE,1989,2.019486
PSE,1990,2.101156
PSE,1991,2.190716
PSE,1992,2.287375
PSE,1993,2.39107
PSE,1994,2.501613
PSE,1995,2.618272
PSE,1996,2.742127
PSE,1997,2.871637
PSE,1998,3.000312
PSE,1999,3.119607
PSE,2000,3.223781
PSE,2001,3.309978
PSE,2002,3.380907
PSE,2003,3.443333
PSE,2004,3.507096
PSE,2005,3.579462
PSE,2006,3.662561
PSE,2007,3.754693
PSE,2008,3.854667
PSE,2009,3.959988
PSE,2010,4.06878
PSE,2011,4.181135
PSE,2012,4.297826
PSE,2013,4.418341
PSE,2014,4.542059
QAT,1970,0.109329
QAT,1971,0.119246
QAT,1972,0.130377
QAT,1973,0.142111
QAT,1974,0.153593
QAT,1975,0.164333
QAT,1976,0.173759
QAT,1977,0.18237
QAT,1978,0.192018
QAT,1979,0.205244
QAT,1980,0.223715
QAT,1981,0.248053
QAT,1982,0.277242
QAT,1983,0.309276
QAT,1984,0.341286
QAT,1985,0.371071
QAT,1986,0.398326
QAT,1987,0.423327
QAT,1988,0.445203
QAT,1989,0.463062
QAT,1990,0.476478
QAT,1991,0.485114
QAT,1992,0.489668
QAT,1993,0.49212
QAT,1994,0.495179
QAT,1995,0.501019
QAT,1996,0.511864
QAT,1997,0.528213
QAT,1998,0.548618
QAT,1999,0.570643
QAT,2000,0.593453
QAT,2001,0.61372
QAT,2002,0.634388
QAT,2003,0.668165
QAT,2004,0.732096
QAT,2005,0.836924
QAT,2006,0.988448
QAT,2007,1.178955
QAT,2008,1.388962
QAT,2009,1.591151
QAT,2010,1.765513
QAT,2011,1.905437
QAT,2012,2.015624
QAT,2013,2.101288
QAT,2014,2.172065
ROU,1960,18.67281996
ROU,1961,18.8387326
ROU,1962,18.95418695
ROU,1963,19.08853534
ROU,1964,19.20415225
ROU,1965,19.30590682
ROU,1966,19.42098379
ROU,1967,19.56712378
ROU,1968,20.00967749
ROU,1969,20.30310509
ROU,1970,20.549016
ROU,1971,20.783864
ROU,1972,21.011826
ROU,1973,21.233593
ROU,1974,21.451256
ROU,1975,21.66578
ROU,1976,21.877548
ROU,1977,22.083933
ROU,1978,22.279485
ROU,1979,22.457125
ROU,1980,22.612149
ROU,1981,22.739965
ROU,1982,22.842426
ROU,1983,22.928996
ROU,1984,23.01319
ROU,1985,23.103637
ROU,1986,23.205267
ROU,1987,23.312045
ROU,1988,23.408397
ROU,1989,23.472562
ROU,1990,23.489361
ROU,1991,23.454143
ROU,1992,23.373155
ROU,1993,23.255683
ROU,1994,23.115921
ROU,1995,22.965125
ROU,1996,22.804526
ROU,1997,22.633398
ROU,1998,22.458737
ROU,1999,22.288573
ROU,2000,22.128139
ROU,2001,21.983221
ROU,2002,21.851988
ROU,2003,21.722664
ROU,2004,21.578318
ROU,2005,21.407619
ROU,2006,21.205977
ROU,2007,20.979708
ROU,2008,20.741669
ROU,2009,20.510263
ROU,2010,20.298838
ROU,2011,20.111664
ROU,2012,19.944954
ROU,2013,19.794163
ROU,2014,19.651554
RUS,1990,147.568552
RUS,1991,148.040354
RUS,1992,148.322473
RUS,1993,148.435811
RUS,1994,148.416292
RUS,1995,148.293265
RUS,1996,148.078355
RUS,1997,147.772805
RUS,1998,147.38544
RUS,1999,146.924174
RUS,2000,146.400951
RUS,2001,145.818121
RUS,2002,145.195521
RUS,2003,144.583147
RUS,2004,144.043914
RUS,2005,143.622566
RUS,2006,143.338407
RUS,2007,143.180249
RUS,2008,143.123163
RUS,2009,143.12666
RUS,2010,143.158099
RUS,2011,143.211476
RUS,2012,143.287536
RUS,2013,143.367341
RUS,2014,143.429435
RWA,1960,3.020040189
RWA,1961,3.034089353
RWA,1962,3.039402795
RWA,1963,3.116862955
RWA,1964,3.171638687
RWA,1965,3.251972756
RWA,1966,3.345171608
RWA,1967,3.437688142
RWA,1968,3.534165354
RWA,1969,3.642607012
RWA,1970,3.754546
RWA,1971,3.868345
RWA,1972,3.983707
RWA,1973,4.102336
RWA,1974,4.226836
RWA,1975,4.359166
RWA,1976,4.49972
RWA,1977,4.64807
RWA,1978,4.804375
RWA,1979,4.968628
RWA,1980,5.140786
RWA,1981,5.313908
RWA,1982,5.486431
RWA,1983,5.669251
RWA,1984,5.877556
RWA,1985,6.117966
RWA,1986,6.410594
RWA,1987,6.74239
RWA,1988,7.048075
RWA,1989,7.239097
RWA,1990,7.25974
RWA,1991,7.071393
RWA,1992,6.712924
RWA,1993,6.300358
RWA,1994,5.995987
RWA,1995,5.912755
RWA,1996,6.097688
RWA,1997,6.506118
RWA,1998,7.047196
RWA,1999,7.585143
RWA,2000,8.021875
RWA,2001,8.329113
RWA,2002,8.539029
RWA,2003,8.686469
RWA,2004,8.828956
RWA,2005,9.00823
RWA,2006,9.231041
RWA,2007,9.481083
RWA,2008,9.750314
RWA,2009,10.024594
RWA,2010,10.293669
RWA,2011,10.556429
RWA,2012,10.81735
RWA,2013,11.078095
RWA,2014,11.341544
SAU,1970,5.836394
SAU,1971,6.096106
SAU,1972,6.382106
SAU,1973,6.697486
SAU,1974,7.045477
SAU,1975,7.428705
SAU,1976,7.8453
SAU,1977,8.295384
SAU,1978,8.785326
SAU,1979,9.32329
SAU,1980,9.912917
SAU,1981,10.556936
SAU,1982,11.247085
SAU,1983,11.962244
SAU,1984,12.674089
SAU,1985,13.361284
SAU,1986,14.016569
SAU,1987,14.642354
SAU,1988,15.239174
SAU,1989,15.81098
SAU,1990,16.361453
SAU,1991,16.890555
SAU,1992,17.398523
SAU,1993,17.890529
SAU,1994,18.373412
SAU,1995,18.85367
SAU,1996,19.331311
SAU,1997,19.809633
SAU,1998,20.302193
SAU,1999,20.825955
SAU,2000,21.392273
SAU,2001,22.007937
SAU,2002,22.668102
SAU,2003,23.357887
SAU,2004,24.055573
SAU,2005,24.74523
SAU,2006,25.419994
SAU,2007,26.083522
SAU,2008,26.742842
SAU,2009,27.409491
SAU,2010,28.090647
SAU,2011,28.788438
SAU,2012,29.496047
SAU,2013,30.201051
SAU,2014,30.886545
SDN,1970,13.879855
SDN,1971,14.302335
SDN,1972,14.741742
SDN,1973,15.201024
SDN,1974,15.683945
SDN,1975,16.19314
SDN,1976,16.728091
SDN,1977,17.287577
SDN,1978,17.872353
SDN,1979,18.48318
SDN,1980,19.119423
SDN,1981,19.785179
SDN,1982,20.47756
SDN,1983,21.180743
SDN,1984,21.873563
SDN,1985,22.542526
SDN,1986,23.178656
SDN,1987,23.790654
SDN,1988,24.404316
SDN,1989,25.055938
SDN,1990,25.770994
SDN,1991,26.560115
SDN,1992,27.413935
SDN,1993,28.313599
SDN,1994,29.230635
SDN,1995,30.144741
SDN,1996,31.05061
SDN,1997,31.956075
SDN,1998,32.869747
SDN,1999,33.805224
SDN,2000,34.772663
SDN,2001,35.772959
SDN,2002,36.803215
SDN,2003,37.865281
SDN,2004,38.960697
SDN,2005,40.089911
SDN,2006,41.254715
SDN,2007,42.453455
SDN,2008,43.678736
SDN,2009,44.920474
SDN,2010,46.17136
SDN,2011,47.19835546
SDN,2012,48.21374124
SDN,2013,49.23992743
SDN,2014,50.30766862
SEN,1960,3.193977248
SEN,1961,3.270578519
SEN,1962,3.350691528
SEN,1963,3.43448419
SEN,1964,3.551811522
SEN,1965,3.657139929
SEN,1966,3.767090491
SEN,1967,3.873868401
SEN,1968,3.979348885
SEN,1969,4.095489879
SEN,1970,4.217754
SEN,1971,4.348499
SEN,1972,4.485342
SEN,1973,4.625377
SEN,1974,4.764623
SEN,1975,4.900491
SEN,1976,5.031849
SEN,1977,5.160313
SEN,1978,5.289445
SEN,1979,5.424299
SEN,1980,5.568651
SEN,1981,5.723541
SEN,1982,5.888261
SEN,1983,6.062682
SEN,1984,6.24614
SEN,1985,6.438024
SEN,1986,6.638186
SEN,1987,6.846556
SEN,1988,7.06254
SEN,1989,7.285378
SEN,1990,7.514201
SEN,1991,7.749559
SEN,1992,7.990736
SEN,1993,8.234147
SEN,1994,8.475136
SEN,1995,8.710746
SEN,1996,8.939438
SEN,1997,9.163184
SEN,1998,9.386923
SEN,1999,9.617641
SEN,2000,9.860578
SEN,2001,10.118078
SEN,2002,10.389457
SEN,2003,10.67332
SEN,2004,10.967016
SEN,2005,11.268994
SEN,2006,11.57843
SEN,2007,11.89723
SEN,2008,12.229703
SEN,2009,12.581624
SEN,2010,12.956791
SEN,2011,13.357003
SEN,2012,13.780108
SEN,2013,14.221041
SEN,2014,14.672557
SGP,1960,1.646053952
SGP,1961,1.702042177
SGP,1962,1.749832195
SGP,1963,1.794622703
SGP,1964,1.841212893
SGP,1965,1.886503379
SGP,1966,1.933993411
SGP,1967,1.977184347
SGP,1968,2.011577223
SGP,1969,2.042070748
SGP,1970,2.074071
SGP,1971,2.112873
SGP,1972,2.152603
SGP,1973,2.191924
SGP,1974,2.228896
SGP,1975,2.262393
SGP,1976,2.291621
SGP,1977,2.317796
SGP,1978,2.344224
SGP,1979,2.375417
SGP,1980,2.414524
SGP,1981,2.463245
SGP,1982,2.520494
SGP,1983,2.583241
SGP,1984,2.646981
SGP,1985,2.708634
SGP,1986,2.766755
SGP,1987,2.822828
SGP,1988,2.880188
SGP,1989,2.943633
SGP,1990,3.0164
SGP,1991,3.100091
SGP,1992,3.193042
SGP,1993,3.29128
SGP,1994,3.389119
SGP,1995,3.482635
SGP,1996,3.57008
SGP,1997,3.653151
SGP,1998,3.735531
SGP,1999,3.822619
SGP,2000,3.918183
SGP,2001,4.023237
SGP,2002,4.136102
SGP,2003,4.254553
SGP,2004,4.37523
SGP,2005,4.495531
SGP,2006,4.614637
SGP,2007,4.732785
SGP,2008,4.849641
SGP,2009,4.965105
SGP,2010,5.078961
SGP,2011,5.190666
SGP,2012,5.299524
SGP,2013,5.405009
SGP,2014,5.506586
SLE,1961,2.19176035
SLE,1962,2.224446126
SLE,1963,2.257997088
SLE,1964,2.292268392
SLE,1965,2.327276158
SLE,1966,2.363039079
SLE,1967,2.399574565
SLE,1968,2.436902384
SLE,1969,2.475087223
SLE,1970,2.514151
SLE,1971,2.558395
SLE,1972,2.605837
SLE,1973,2.65638
SLE,1974,2.709797
SLE,1975,2.765914
SLE,1976,2.824827
SLE,1977,2.886607
SLE,1978,2.951001
SLE,1979,3.01767
SLE,1980,3.086406
SLE,1981,3.155368
SLE,1982,3.224346
SLE,1983,3.29653
SLE,1984,3.376371
SLE,1985,3.466044
SLE,1986,3.569102
SLE,1987,3.681945
SLE,1988,3.791078
SLE,1989,3.878211
SLE,1990,3.931208
SLE,1991,3.945899
SLE,1992,3.929182
SLE,1993,3.893891
SLE,1994,3.858559
SLE,1995,3.837807
SLE,1996,3.833053
SLE,1997,3.843472
SLE,1998,3.878475
SLE,1999,3.9488
SLE,2000,4.060709
SLE,2001,4.220198
SLE,2002,4.422154
SLE,2003,4.647701
SLE,2004,4.870467
SLE,2005,5.071271
SLE,2006,5.243214
SLE,2007,5.391108
SLE,2008,5.521838
SLE,2009,5.647194
SLE,2010,5.775902
SLE,2011,5.908908
SLE,2012,6.043157
SLE,2013,6.178859
SLE,2014,6.315627
SLV,1950,1.974616614
SLV,1951,2.025469215
SLV,1952,2.079531495
SLV,1953,2.136806245
SLV,1954,2.197296984
SLV,1955,2.261005168
SLV,1956,2.327935409
SLV,1957,2.398088193
SLV,1958,2.471468129
SLV,1959,2.548076918
SLV,1960,2.627918684
SLV,1961,2.712668044
SLV,1962,2.797004089
SLV,1963,2.886993781
SLV,1964,2.976349303
SLV,1965,3.072018124
SLV,1966,3.184352763
SLV,1967,3.290953424
SLV,1968,3.407399607
SLV,1969,3.53144369
SLV,1970,3.668592
SLV,1971,3.765252
SLV,1972,3.862132
SLV,1973,3.958616
SLV,1974,4.053958
SLV,1975,4.147525
SLV,1976,4.239205
SLV,1977,4.328817
SLV,1978,4.415625
SLV,1979,4.498757
SLV,1980,4.577683
SLV,1981,4.652058
SLV,1982,4.722272
SLV,1983,4.789472
SLV,1984,4.85528
SLV,1985,4.920932
SLV,1986,4.986528
SLV,1987,5.051885
SLV,1988,5.117577
SLV,1989,5.184221
SLV,1990,5.252082
SLV,1991,5.321576
SLV,1992,5.392142
SLV,1993,5.461834
SLV,1994,5.528012
SLV,1995,5.588743
SLV,1996,5.643363
SLV,1997,5.6923
SLV,1998,5.736075
SLV,1999,5.77566
SLV,2000,5.811836
SLV,2001,5.844738
SLV,2002,5.874301
SLV,2003,5.900929
SLV,2004,5.925089
SLV,2005,5.947206
SLV,2006,5.967556
SLV,2007,5.986414
SLV,2008,6.004199
SLV,2009,6.021368
SLV,2010,6.038306
SLV,2011,6.055208
SLV,2012,6.072233
SLV,2013,6.089644
SLV,2014,6.107706
SRB,1990,7.897937
SRB,1991,7.595636
SRB,1992,7.604063
SRB,1993,7.614328
SRB,1994,7.622711
SRB,1995,7.628264
SRB,1996,7.622185
SRB,1997,7.598538
SRB,1998,7.567745
SRB,1999,7.540401
SRB,2000,7.516346
SRB,2001,7.503433
SRB,2002,7.500031
SRB,2003,7.480591
SRB,2004,7.463157
SRB,2005,7.440769
SRB,2006,7.411569
SRB,2007,7.381579
SRB,2008,7.350222
SRB,2009,7.320807
SRB,2010,7.291436
SRB,2011,7.234099
SRB,2012,7.199077
SRB,2013,7.163033
SRB,2014,7.127137
STP,1970,0.074251
STP,1971,0.075989
STP,1972,0.077536
STP,1973,0.079026
STP,1974,0.08067
STP,1975,0.082607
STP,1976,0.084889
STP,1977,0.087436
STP,1978,0.090095
STP,1979,0.092652
STP,1980,0.094953
STP,1981,0.096947
STP,1982,0.098692
STP,1983,0.100285
STP,1984,0.101871
STP,1985,0.103557
STP,1986,0.105364
STP,1987,0.107264
STP,1988,0.109268
STP,1989,0.111373
STP,1990,0.113575
STP,1991,0.1159
STP,1992,0.118346
STP,1993,0.120849
STP,1994,0.123318
STP,1995,0.125694
STP,1996,0.127946
STP,1997,0.13011
STP,1998,0.132284
STP,1999,0.134602
STP,2000,0.137164
STP,2001,0.140003
STP,2002,0.143085
STP,2003,0.146357
STP,2004,0.149732
STP,2005,0.153146
STP,2006,0.156584
STP,2007,0.160064
STP,2008,0.163595
STP,2009,0.167196
STP,2010,0.17088
STP,2011,0.174646
STP,2012,0.178484
STP,2013,0.182386
STP,2014,0.186342
SUR,1970,0.371268
SUR,1971,0.372619
SUR,1972,0.371318
SUR,1973,0.368342
SUR,1974,0.365104
SUR,1975,0.362651
SUR,1976,0.361368
SUR,1977,0.361053
SUR,1978,0.361463
SUR,1979,0.362137
SUR,1980,0.362777
SUR,1981,0.363309
SUR,1982,0.363993
SUR,1983,0.365242
SUR,1984,0.367611
SUR,1985,0.371469
SUR,1986,0.376973
SUR,1987,0.383916
SUR,1988,0.391851
SUR,1989,0.400133
SUR,1990,0.408276
SUR,1991,0.416068
SUR,1992,0.423572
SUR,1993,0.430901
SUR,1994,0.43828
SUR,1995,0.44583
SUR,1996,0.453653
SUR,1997,0.461569
SUR,1998,0.469108
SUR,1999,0.475637
SUR,2000,0.480751
SUR,2001,0.48421
SUR,2002,0.486271
SUR,2003,0.487641
SUR,2004,0.489312
SUR,2005,0.491999
SUR,2006,0.495953
SUR,2007,0.500953
SUR,2008,0.506657
SUR,2009,0.512522
SUR,2010,0.518141
SUR,2011,0.523439
SUR,2012,0.528535
SUR,2013,0.53345
SUR,2014,0.538248
SVK,1990,5.277709
SVK,1991,5.29808
SVK,1992,5.31748
SVK,1993,5.335292
SVK,1994,5.350643
SVK,1995,5.36295
SVK,1996,5.372115
SVK,1997,5.37849
SVK,1998,5.382521
SVK,1999,5.384857
SVK,2000,5.386065
SVK,2001,5.386224
SVK,2002,5.38548
SVK,2003,5.384533
SVK,2004,5.384237
SVK,2005,5.385192
SVK,2006,5.387734
SVK,2007,5.391728
SVK,2008,5.39671
SVK,2009,5.401951
SVK,2010,5.406896
SVK,2011,5.411377
SVK,2012,5.415496
SVK,2013,5.419288
SVK,2014,5.422861
SVN,1990,2.00652
SVN,1991,2.007918
SVN,1992,2.005535
SVN,1993,2.000783
SVN,1994,1.995615
SVN,1995,1.991487
SVN,1996,1.989042
SVN,1997,1.988077
SVN,1998,1.988166
SVN,1999,1.988527
SVN,2000,1.988652
SVN,2001,1.988287
SVN,2002,1.987855
SVN,2003,1.988304
SVN,2004,1.990924
SVN,2005,1.996522
SVN,2006,2.005566
SVN,2007,2.017452
SVN,2008,2.030599
SVN,2009,2.042804
SVN,2010,2.05248
SVN,2011,2.059023
SVN,2012,2.062881
SVN,2013,2.064819
SVN,2014,2.066068
SWE,1950,7.01945239
SWE,1951,7.078323091
SWE,1952,7.130206042
SWE,1953,7.177030595
SWE,1954,7.219092139
SWE,1955,7.268028334
SWE,1956,7.320232446
SWE,1957,7.369520821
SWE,1958,7.414898003
SWE,1959,7.452031903
SWE,1960,7.486204253
SWE,1961,7.525838243
SWE,1962,7.567460279
SWE,1963,7.610233817
SWE,1964,7.667304014
SWE,1965,7.739859116
SWE,1966,7.813860635
SWE,1967,7.87404127
SWE,1968,7.918361914
SWE,1969,7.974206165
SWE,1970,8.049049
SWE,1971,8.090044
SWE,1972,8.12156
SWE,1973,8.146472
SWE,1974,8.169141
SWE,1975,8.192693
SWE,1976,8.21863
SWE,1977,8.245975
SWE,1978,8.272499
SWE,1979,8.294832
SWE,1980,8.310915
SWE,1981,8.31981
SWE,1982,8.323466
SWE,1983,8.326196
SWE,1984,8.333904
SWE,1985,8.350814
SWE,1986,8.377863
SWE,1987,8.413658
SWE,1988,8.457108
SWE,1989,8.506236
SWE,1990,8.559107
SWE,1991,8.616535
SWE,1992,8.677787
SWE,1993,8.7375
SWE,1994,8.788696
SWE,1995,8.82672
SWE,1996,8.84942
SWE,1997,8.859106
SWE,1998,8.861204
SWE,1999,8.863595
SWE,2000,8.872284
SWE,2001,8.888675
SWE,2002,8.911899
SWE,2003,8.942926
SWE,2004,8.982282
SWE,2005,9.030163
SWE,2006,9.087251
SWE,2007,9.153316
SWE,2008,9.226333
SWE,2009,9.303432
SWE,2010,9.382297
SWE,2011,9.462352
SWE,2012,9.543457
SWE,2013,9.624247
SWE,2014,9.703247
SWZ,1970,0.445844
SWZ,1971,0.458717
SWZ,1972,0.472337
SWZ,1973,0.486656
SWZ,1974,0.501596
SWZ,1975,0.5171
SWZ,1976,0.533264
SWZ,1977,0.550135
SWZ,1978,0.56756
SWZ,1979,0.585335
SWZ,1980,0.603373
SWZ,1981,0.621314
SWZ,1982,0.639333
SWZ,1983,0.658496
SWZ,1984,0.680253
SWZ,1985,0.705492
SWZ,1986,0.73479
SWZ,1987,0.767417
SWZ,1988,0.80135
SWZ,1989,0.833787
SWZ,1990,0.862728
SWZ,1991,0.887248
SWZ,1992,0.907947
SWZ,1993,0.926224
SWZ,1994,0.944223
SWZ,1995,0.963428
SWZ,1996,0.984506
SWZ,1997,1.00676
SWZ,1998,1.028694
SWZ,1999,1.048151
SWZ,2000,1.063715
SWZ,2001,1.074765
SWZ,2002,1.082195
SWZ,2003,1.087949
SWZ,2004,1.094775
SWZ,2005,1.104642
SWZ,2006,1.118204
SWZ,2007,1.134853
SWZ,2008,1.15375
SWZ,2009,1.173529
SWZ,2010,1.193148
SWZ,2011,1.212458
SWZ,2012,1.231694
SWZ,2013,1.250641
SWZ,2014,1.269112
SXM,2005,0.032528
SXM,2006,0.032512
SXM,2007,0.032443
SXM,2008,0.032432
SXM,2009,0.032627
SXM,2010,0.033125
SXM,2011,0.033979
SXM,2012,0.035134
SXM,2013,0.036442
SXM,2014,0.037696
SYC,1960,0.040320647
SYC,1961,0.041616536
SYC,1962,0.042468203
SYC,1963,0.043796998
SYC,1964,0.045249673
SYC,1965,0.04624651
SYC,1966,0.047224962
SYC,1967,0.048281802
SYC,1968,0.049479943
SYC,1969,0.050817449
SYC,1970,0.052364
SYC,1971,0.053706
SYC,1972,0.055128
SYC,1973,0.056605
SYC,1974,0.058102
SYC,1975,0.059589
SYC,1976,0.061058
SYC,1977,0.0625
SYC,1978,0.06388
SYC,1979,0.065153
SYC,1980,0.066292
SYC,1981,0.067298
SYC,1982,0.068176
SYC,1983,0.068906
SYC,1984,0.069463
SYC,1985,0.069841
SYC,1986,0.070011
SYC,1987,0.07001
SYC,1988,0.06999
SYC,1989,0.07015
SYC,1990,0.070627
SYC,1991,0.071496
SYC,1992,0.072706
SYC,1993,0.074111
SYC,1994,0.075493
SYC,1995,0.076703
SYC,1996,0.077678
SYC,1997,0.078474
SYC,1998,0.079213
SYC,1999,0.080066
SYC,2000,0.081154
SYC,2001,0.082519
SYC,2002,0.084096
SYC,2003,0.085765
SYC,2004,0.087356
SYC,2005,0.088747
SYC,2006,0.089896
SYC,2007,0.090841
SYC,2008,0.091634
SYC,2009,0.09236
SYC,2010,0.093081
SYC,2011,0.09381
SYC,2012,0.094524
SYC,2013,0.095215
SYC,2014,0.095868
SYR,1960,4.620012731
SYR,1961,4.771475698
SYR,1962,4.927904998
SYR,1963,5.089462483
SYR,1964,5.256316807
SYR,1965,5.428641
SYR,1966,5.606614896
SYR,1967,5.790423188
SYR,1968,5.980257862
SYR,1969,6.17631625
SYR,1970,6.378802
SYR,1971,6.599366
SYR,1972,6.828765
SYR,1973,7.066474
SYR,1974,7.311685
SYR,1975,7.564
SYR,1976,7.82261
SYR,1977,8.088148
SYR,1978,8.363346
SYR,1979,8.651904
SYR,1980,8.956156
SYR,1981,9.277263
SYR,1982,9.613517
SYR,1983,9.960833
SYR,1984,10.313485
SYR,1985,10.667245
SYR,1986,11.020718
SYR,1987,11.374772
SYR,1988,11.730217
SYR,1989,12.088714
SYR,1990,12.451539
SYR,1991,12.817578
SYR,1992,13.186187
SYR,1993,13.559642
SYR,1994,13.941025
SYR,1995,14.331962
SYR,1996,14.736209
SYR,1997,15.151962
SYR,1998,15.568797
SYR,1999,15.97243
SYR,2000,16.35405
SYR,2001,16.694414
SYR,2002,16.997521
SYR,2003,17.304339
SYR,2004,17.671913
SYR,2005,18.132842
SYR,2006,18.7282
SYR,2007,19.425597
SYR,2008,20.097057
SYR,2009,20.566871
SYR,2010,20.720602
SYR,2011,20.501167
SYR,2012,19.978756
SYR,2013,19.322593
SYR,2014,18.772481
TCA,1970,0.005632
TCA,1971,0.00575
TCA,1972,0.005924
TCA,1973,0.006132
TCA,1974,0.006346
TCA,1975,0.006546
TCA,1976,0.006723
TCA,1977,0.006886
TCA,1978,0.007057
TCA,1979,0.007262
TCA,1980,0.007525
TCA,1981,0.007855
TCA,1982,0.008245
TCA,1983,0.008671
TCA,1984,0.009097
TCA,1985,0.009502
TCA,1986,0.009873
TCA,1987,0.010224
TCA,1988,0.010588
TCA,1989,0.011019
TCA,1990,0.01155
TCA,1991,0.012205
TCA,1992,0.01297
TCA,1993,0.013793
TCA,1994,0.014597
TCA,1995,0.015334
TCA,1996,0.015967
TCA,1997,0.016527
TCA,1998,0.017114
TCA,1999,0.017866
TCA,2000,0.018876
TCA,2001,0.020186
TCA,2002,0.02174
TCA,2003,0.023412
TCA,2004,0.025025
TCA,2005,0.02645
TCA,2006,0.027642
TCA,2007,0.028638
TCA,2008,0.029481
TCA,2009,0.030247
TCA,2010,0.030993
TCA,2011,0.031727
TCA,2012,0.03243
TCA,2013,0.033103
TCA,2014,0.03374
TCD,1960,2.975104933
TCD,1961,3.026961526
TCD,1962,3.080830923
TCD,1963,3.136787968
TCD,1964,3.199099581
TCD,1965,3.270646594
TCD,1966,3.343839197
